noyes,id,bdb,cle,kbc,og,vuu,gb,xxp,rao,at,mt,lf,zq,zf,ihj,ptj,fq
yes,389567,xy,afs,uz,kc,2.83,0,ndk,e2,urz,0.3,rw,10.378275,1.35833863709556,0.316226,1.57915608917683,ntg
yes,528643,xy,cqy,wh,kc,3.16,0,ndk,e1,urz,0.2,xp,1.8920106,1.30166454395918,0.316226,1.62978627849624,ntg
no,512514,xy,cqy,sv,je,3.61,0,ndk,e2,zgp,0.1,rw,3.7245988,1.38483881264338,0.400004,1.82755663452351,bhe
no,544177,cu,fpj,zl,kc,3,1,ndk,e2,ghz,0,xp,8.277613,1.37081670414263,0.400004,1.69001841999384,bhe
no,191607,be,fpj,wh,kc,2.83,0,ptn,e2,zgp,0.2,xp,2.8675454,1.28878929095102,0.316226,1.59964224988418,ntg
no,545235,cu,cqy,wh,kc,3.61,0,ptn,e2,urz,1,xp,9.9709441,1.35986969267166,0.316226,1.70356456679825,ntg
no,84861,rh,fpj,sv,kc,1,0,ndk,e2,zgp,0.1,rw,4.4635111,1.36399590727583,0.316071,1.47720607254702,ntg
yes,302977,xy,fpj,uz,je,3.74,1,ndk,e2,zgp,0,rw,5.6811104,1.39749929124711,0.387302,1.91532048157821,akk
yes,411358,be,fpj,ld,kc,3,1,ndk,e2,urz,0.1,rw,8.9890785,1.37801536275304,0.400004,1.76952072674762,akk
no,41238,xy,fpj,uz,kc,3,0,ndk,e2,pxe,0.2,rw,10.479854,1.39433059521526,0.400004,1.69025271808887,akk
no,568066,rh,cqy,kd,kc,2.24,0,ndk,e2,urz,0,xp,6.3288916,1.30330893386272,0.316226,1.55756278374983,akk
yes,393416,cu,fpj,wh,je,3.46,0,ndk,e2,urz,0.3,ii,3.9133779,1.42415029734802,0.400004,1.8415355299239,akk
no,314564,cu,fpj,uz,kc,3.46,0,ndk,e2,ghz,0,rw,7.2241231,1.36661320093954,0.374171,1.75041211862582,akk
no,301329,xy,fpj,wh,je,3.46,0,ndk,e2,zgp,0.5,xp,6.5636268,1.32016243958924,0.316226,1.70954670792721,bhe
yes,415196,xy,fpj,wh,kc,3.61,0,ndk,e2,zgp,0.2,xp,3.6507835,1.3850938385195,0.374171,1.90704725567469,bhe
no,38688,cu,fpj,zl,kc,2.65,0,ndk,e2,ghz,0.3,xp,6.4066212,1.37443299498061,0.316226,1.65744728037837,bhe
yes,302298,mf,cqy,zl,kc,3.32,1,ndk,e2,urz,1.5,rw,2.8695379,1.52048382666226,0.447206,2.0060246926993,bhe
no,524788,eb,afs,zl,je,0,0,ndk,e2,urz,0.5,xp,4.8703194,1.3774821413322,0.316071,1.39537862558084,ntg
no,547202,xy,fpj,wh,kc,3.61,0,ndk,e2,zgp,0.2,xp,12.643431,1.37947668203965,0.316226,1.8404193227566,bhe
no,568786,dt,fpj,zl,kc,3.61,0,ndk,e2,urz,0.6,xp,7.7879628,1.40939553773181,0.400004,2.05729183814933,bhe
yes,373373,rh,cqy,uz,kc,3.61,1,ptn,e2,zgp,0.4,xp,9.9010247,1.39875477868886,0.316226,1.77695819594613,bhe
no,280575,cu,fpj,wh,je,2.65,0,ndk,e2,ghz,0,xp,6.8098118,1.35833863709556,0.316226,1.59097534709095,bhe
no,35031,xy,fpj,zl,je,2,0,ndk,e2,urz,0,xp,9.3972294,1.37443299498061,0.316071,1.60302905787615,bhe
no,301177,dt,fpj,ld,kc,3.61,0,ndk,e2,ghz,0.2,rw,0.11993085,1.36851015521846,0.316226,1.73005970033548,bhe
no,456129,cu,fpj,zl,je,2.65,1,ptn,e2,pxe,0.9,rw,3.1935638,1.4141276003792,0.400004,1.72058455049974,akk
no,26495,xy,cqy,sv,kc,2.65,0,ndk,e2,ghz,0.2,rw,2.9034272,1.35833863709556,0.316226,1.50670599958471,ntg
no,249350,cu,cqy,fv,kc,3.32,0,ndk,e2,urz,0.3,rw,2.7695458,1.36661320093954,0.374171,1.70029236762185,akk
no,226533,eb,fpj,uz,je,3.32,0,ndk,e2,urz,0.8,rw,4.4599863,1.43473961230199,0.424271,2.01134322098837,bhe
no,95336,eb,fpj,sv,kc,2.65,0,ndk,e2,ghz,0.2,rw,1.0181908,1.37683703572854,0.316226,1.60494190834614,akk
no,516595,dt,afs,zl,kc,3.61,0,ndk,e2,urz,0.6,xp,9.923964,1.34205176086935,0.400004,1.9031520800643,bhe
no,395556,mf,cqy,zl,kc,3.46,0,ndk,e2,zgp,1.1,rw,0.19505894,1.39075960119737,0.400004,1.81843309192195,bhe
no,82910,xy,fpj,wh,je,3.74,0,ndk,e2,zgp,0.4,xp,3.444474,1.30330893386272,0.316226,1.76225459034818,akk
no,41545,dt,fpj,wh,je,3.32,0,ndk,e2,zgp,0,xp,8.4415206,1.39089653454261,0.447206,2.22292961930425,bhe
no,460646,cu,fpj,zl,kc,3.46,0,ndk,e2,ghz,0.2,xp,7.1094365,1.39075960119737,0.374171,1.72073748216419,ntg
yes,248858,rh,fpj,zl,kc,3.61,0,ptn,e2,ghz,0.2,xp,10.24536,1.36986047853317,0.400004,1.93842899609313,akk
no,592607,cu,fpj,zl,kc,3.46,0,ndk,e2,urz,0.2,xp,6.8969725,1.36851015521846,0.316226,1.7247589493466,bhe
no,30896,rh,fpj,wh,kc,2.24,0,ndk,e2,urz,0,xp,11.687731,1.39075960119737,0.400004,1.60675032265044,bhe
no,449088,xy,fpj,wh,kc,3.32,1,ndk,e2,urz,0.2,xp,6.0063073,1.28878929095102,0.316226,1.67109473468545,bhe
no,120745,rh,fpj,zl,kc,2.83,0,ndk,e2,urz,0.2,xp,7.4101362,1.30083230545165,0.374171,1.63353966904695,akk
no,151445,cu,fpj,zl,kc,3,0,ndk,e2,ghz,0.1,xp,9.4261162,1.38547915224947,0.374171,1.73681347887514,bhe
yes,136688,xy,fpj,zl,kc,3.46,0,ndk,e2,zgp,0.3,xp,3.9656254,1.37455885815835,0.316226,1.77640386975211,bhe
no,164707,cu,fpj,wh,kc,3.32,0,ndk,e2,urz,0.2,xp,8.1716539,1.3507076423861,0.316226,1.66248080689481,bhe
no,193795,eb,fpj,uz,kc,3.46,1,ndk,e2,zgp,0.4,rw,11.118415,1.38741944386014,0.374171,1.79240972199687,akk
no,8525,cu,fpj,wh,kc,2.45,0,ptn,e2,urz,0.6,xp,7.4492759,1.30414004498471,0.316071,1.6144632247389,bhe
no,469808,rh,fpj,uz,kc,3.74,1,ptn,e2,ghz,0.8,rw,2.1934543,1.36510421101227,0.360557,1.84469601133242,akk
yes,238102,rz,fpj,sv,kc,3.61,1,ndk,e4,zgp,0,rw,0.26782607,1.4444063920213,0.447206,2.45445906302814,akk
no,424799,cu,fpj,wh,kc,2.65,0,ndk,e2,ghz,0.3,xp,6.433473,1.38262785209842,0.400004,1.74862491407955,bhe
yes,323843,xy,fpj,zl,kc,3.16,0,ndk,e2,urz,0.8,xp,10.328991,1.41808470454201,0.400004,1.81766167998687,bhe
no,450474,xy,fpj,kd,kc,3.46,0,ndk,e2,ghz,0.2,xp,7.9233168,1.32924142965554,0.316226,1.75895854613558,bhe
no,196222,dt,fpj,zl,kc,3,0,ndk,e2,ghz,0.4,xp,14.469677,1.36661320093954,0.374171,1.66765563498304,akk
yes,284863,dt,fpj,zl,kc,3.16,1,ndk,e2,ghz,1.5,ii,6.1725897,1.46475955159638,0.599994,3.0138202242156,bhe
yes,542057,rh,fpj,zl,kc,3.74,1,ptn,e2,ghz,0.6,xp,7.9401704,1.39749929124711,0.387302,2.02932005693231,bhe
no,164329,xy,fpj,zl,kc,3.32,0,ndk,e2,ghz,0.6,xp,5.3894266,1.39075960119737,0.374171,1.73398081042174,bhe
yes,555323,rh,fpj,zl,kc,3,1,ndk,e2,urz,0.9,ii,0.34134064,1.42860075135163,0.447206,2.07599070208875,bhe
no,447523,dt,fpj,wh,je,3.32,0,ndk,e2,ghz,0.2,xp,6.8040493,1.38483881264338,0.400004,1.83972389080897,bhe
yes,101388,cu,cqy,wr,kc,2.83,0,ndk,e2,urz,0.3,xp,5.6338109,1.32047792146979,0.374171,1.61758737006245,bhe
yes,368631,eb,fpj,zl,kc,3.61,0,ndk,e1,urz,0.6,rw,8.9811588,1.32016243958924,0.400004,1.81589389376298,akk
no,330253,xy,fpj,zl,je,3.74,0,ndk,e2,ghz,0.3,rw,6.1169413,1.29445233005937,0.316226,1.84358861491829,bhe
no,255199,cu,fpj,wh,kc,3.61,0,ndk,e2,ghz,0.2,rw,10.281815,1.3388244786205,0.374171,1.81109431830189,bhe
no,315989,cu,fpj,zl,kc,1.41,0,ndk,e2,ghz,0.3,xp,2.1808794,1.32404431427847,0.397485,1.50065897231814,bhe
no,77731,cu,cqy,wh,kc,3.16,0,ndk,e2,zgp,0.3,xp,10.104933,1.38871121270789,0.374171,1.69319565338476,bhe
no,243105,xy,cqy,zl,kc,3,0,ndk,e2,urz,0.2,xp,6.1426586,1.36851015521846,0.400004,1.68577918170943,bhe
no,215414,xy,fpj,sv,kc,2.83,0,ndk,e2,urz,0.4,rw,8.4949894,1.45277154738116,0.446991,1.87337467192693,bhe
no,270595,xy,fpj,kd,kc,3.61,1,ndk,e2,urz,0.2,rw,1.4940336,1.4024850751943,0.360557,1.86516125354048,ywh
no,13761,rh,fpj,wh,kc,2.65,0,ndk,e2,ghz,0.4,xp,1.5215736,1.35833863709556,0.316226,1.61913518511071,akk
no,163469,eb,cqy,wh,kc,2,0,ndk,e2,urz,0.5,xp,5.9919198,1.36399590727583,0.316071,1.53648319260854,ntg
yes,478992,dt,cqy,uz,kc,3.61,0,ptn,e2,urz,0.5,xp,5.8463027,1.29832732715216,0.387302,1.90972581169035,bhe
no,438890,mf,fpj,sv,kc,3.46,0,ndk,e2,zgp,0.8,rw,2.7039339,1.37683703572854,0.316226,1.69711021362297,akk
no,122740,rh,fpj,sv,kc,3.32,0,ndk,e2,zgp,0,rw,2.5675986,1.36877637165667,0.316226,1.66892835283854,akk
yes,104892,dt,fpj,wg,kc,3.74,1,ptn,e2,ghz,0.9,rw,5.0887278,1.34683699717628,0.400004,1.91440453433645,akk
no,9662,rh,fpj,sv,kc,3.16,1,ndk,e2,urz,0.2,rw,5.2047279,1.37455885815835,0.316226,1.72745893507017,ntg
no,383217,dt,fpj,zl,kc,3.16,0,ndk,e2,ghz,0.8,xp,8.1844692,1.41808470454201,0.400004,1.80537856440613,bhe
yes,48849,be,rmv,zl,je,3.16,0,ptn,e2,urz,0.3,xp,4.1162889,1.33480793848812,0.400004,1.71016691880941,bhe
no,40927,mf,fpj,zl,kc,3,0,ndk,e2,urz,0.8,xp,6.1761962,1.39320095193463,0.374171,1.73066869002928,bhe
no,524452,xy,fpj,wh,kc,3.61,1,ndk,e2,zgp,0,xp,1.5988976,1.36851015521846,0.400004,1.78099039627754,bhe
yes,359665,xy,fpj,wr,kc,3.61,0,ndk,e2,ghz,0,xp,4.9140477,1.42731311276329,0.400004,1.92786713971798,ywh
yes,448037,xy,fpj,wh,je,3.46,0,ndk,e6,zgp,0.2,xp,3.0268607,1.35833863709556,0.316226,1.70067328011359,bhe
no,337725,xy,fpj,uz,kc,3.16,0,ndk,e2,zgp,0.4,rw,6.7888171,1.4477802059796,0.446991,1.87922666767738,bhe
yes,54475,xy,fpj,zl,kc,3.32,1,ndk,e2,urz,0.3,xp,3.3878033,1.398492469418,0.400004,1.89563529019475,bhe
no,85164,cu,fpj,wh,je,3.32,0,ndk,e2,urz,0.8,xp,10.351436,1.30330893386272,0.316226,1.67411111714329,akk
yes,410551,eb,fpj,fv,kc,3.46,0,ndk,e2,urz,0.2,rw,1.084797,1.4,0.447206,2.21322361683888,akk
no,230868,xy,fpj,kd,kc,3.61,0,ndk,e2,ghz,0.2,xp,2.6899223,1.32558030185306,0.374171,1.87276446954931,bhe
yes,53266,rz,fpj,wr,kc,3.16,0,ndk,e4,zgp,0.9,xp,7.2387557,1.32877644280939,0.400004,1.8254856405348,bhe
no,261252,xy,afs,wh,kc,2.45,0,ndk,e2,zgp,0.2,rw,6.1593961,1.3507076423861,0.316226,1.54281888738343,bhe
no,566154,cu,fpj,zl,kc,3.16,1,ndk,e2,urz,0.2,xp,7.6597554,1.36851015521846,0.400004,1.71321781412009,bhe
yes,108142,xy,fpj,zl,kc,3.16,0,ndk,e6,ghz,0.8,xp,5.3371729,1.39369256405331,0.374171,1.76736585666965,bhe
no,195307,rh,fpj,sv,kc,3.32,0,ndk,e2,pxe,0.8,rw,7.2260099,1.35986969267166,0.316226,1.69988663358153,bhe
yes,343561,xy,fpj,wh,kc,3.61,1,ndk,e4,zgp,0.1,rw,9.2313705,1.34985359130219,0.400004,1.85299794989016,bhe
no,504249,rh,fpj,wg,kc,3.16,1,ndk,e2,urz,0.4,rw,5.5953692,1.4,0.424271,2.01216775586874,akk
no,507853,rh,rmv,sv,je,2.24,0,ndk,e2,zgp,0,xp,4.9352654,1.28878929095102,0.316226,1.53237802124796,ntg
no,372492,cu,fpj,sv,kc,2.45,0,ndk,e2,urz,0.2,rw,5.9439114,1.40841970631699,0.423799,1.69340054506471,bhe
no,567863,cu,fpj,wh,je,3.61,0,ndk,e2,ghz,0.2,xp,7.0684373,1.38210771151283,0.374171,1.99494048764629,bhe
no,233764,xy,fpj,wh,kc,3.32,1,ndk,e7,zgp,1.5,xp,8.9065911,1.42544825483991,0.447206,1.99830149290741,akk
no,167361,xy,fpj,zl,kc,3,1,ndk,e2,ghz,0.4,rw,7.6584497,1.3507076423861,0.316226,1.56271304342283,ntg
no,88331,xy,fpj,wh,je,3.32,0,ndk,e2,urz,0,xp,11.038918,1.33764475502535,0.400004,1.75549266416277,akk
no,72570,xy,afs,wh,kc,1,0,ndk,e2,zgp,0,xp,3.9112459,1.28878929095102,0.316226,1.4807811720803,ntg
no,145482,cu,fpj,sv,kc,3.61,0,ndk,e2,zgp,1.1,rw,4.1010352,1.40100354287549,0.374171,1.79289883443984,akk
no,76533,be,fpj,sv,kc,1.73,0,ndk,e2,ghz,0.2,rw,3.1504414,1.43531412109523,0.39975,1.60880181430804,bhe
no,117465,rh,cqy,zl,kc,3.16,0,ndk,e2,pxe,0.6,rw,3.6038084,1.38613111901209,0.374171,1.74613186060618,bhe
no,211333,eb,fpj,zl,kc,3.61,0,ndk,e2,urz,0.5,xp,6.1601964,1.33615155846262,0.387302,2.13983676284927,akk
no,35269,eb,fpj,zl,je,2.45,0,ndk,e2,ghz,0.2,xp,12.326231,1.3507076423861,0.316226,1.52749463057964,ntg
no,419355,mf,fpj,zl,kc,3.61,1,ndk,e2,zgp,0.5,xp,5.4127012,1.38210771151283,0.387302,2.07198646432704,bhe
no,544284,xy,fpj,wh,kc,3.16,0,ptn,e2,ghz,0.4,xp,2.3735565,1.37683703572854,0.316226,1.67998967038605,akk
no,68915,xy,fpj,sv,kc,3,0,ndk,e2,zgp,0.4,rw,6.7642124,1.39242862930839,0.374171,1.69411342071546,akk
no,337576,dt,fpj,zl,kc,3.46,0,ndk,e2,ghz,0.5,xp,2.8689956,1.35986969267166,0.374171,1.77814969291146,bhe
no,415233,cu,fpj,wh,kc,2.45,0,ndk,e2,zgp,0.2,xp,9.455222,1.38483881264338,0.400004,1.67438268366989,bhe
no,186902,mf,fpj,wh,kc,3.32,0,ndk,e2,urz,0.2,xp,6.9400381,1.39962164744204,0.374171,1.83985502498237,bhe
no,283793,xy,fpj,uz,kc,3.16,1,ndk,e2,urz,0.2,rw,8.4411605,1.40865292182218,0.387302,1.90859630675656,akk
no,29780,eb,cqy,sv,kc,3.74,0,ndk,e2,urz,0.5,rw,10.259105,1.39369256405331,0.316226,1.81022490413686,akk
no,501656,xy,fpj,wh,kc,3.61,0,ndk,e2,zgp,0.4,xp,7.0248597,1.32848360098349,0.374171,1.94992978494927,akk
no,382447,xy,fpj,wh,je,1.41,0,ndk,e2,urz,0.6,xp,3.2199774,1.37349327571832,0.315588,1.52795045728185,akk
no,104752,rh,cqy,zl,kc,1.41,0,ndk,e2,urz,0.3,xp,4.1992555,1.37616276361356,0.360557,1.54750668589231,akk
no,248281,dt,cqy,sv,kc,3.61,1,ndk,e2,zgp,0,rw,5.4760269,1.30330893386272,0.400004,1.95469979076796,akk
no,313705,cu,afs,sv,kc,3.61,0,ndk,e2,pxe,0.6,rw,1.180311,1.35833863709556,0.316226,1.71790970574645,akk
no,91953,xy,fpj,wh,kc,3.61,0,ndk,e2,urz,0,xp,9.2458765,1.4,0.447206,2.13403383180713,akk
yes,216798,be,cqy,zl,kc,3.74,1,ptn,e2,zgp,0.6,xp,3.5033403,1.33868324249294,0.387302,2.10951267745742,bhe
yes,461213,dt,afs,zl,kc,3,0,ndk,e2,ghz,0.4,xp,6.4276693,1.3286269607905,0.374171,1.70028289388046,akk
no,390414,rh,fpj,wh,je,3.16,0,ndk,e2,ghz,0,xp,5.9453007,1.32924142965554,0.316226,1.67086155140706,bhe
no,585809,cu,fpj,wh,kc,3.61,0,ndk,e2,zgp,0,xp,3.5752075,1.40841970631699,0.400004,1.91841848366121,akk
no,323533,xy,fpj,uz,kc,2.65,0,ndk,e2,urz,0.4,rw,14.522773,1.38143671580053,0.374171,1.64827346731033,akk
no,405270,xy,fpj,zl,je,3.16,0,ndk,e2,urz,0.2,xp,2.916311,1.39369256405331,0.374171,1.76984909456373,bhe
yes,75462,rh,rmv,ld,kc,2,0,ndk,e2,ghz,0,rw,8.4366617,1.4,0.400004,1.70136168434996,akk
no,108749,cu,fpj,wh,kc,3.61,0,ndk,e2,urz,0.7,xp,6.1276963,1.37081670414263,0.400004,1.83098587664665,bhe
yes,431062,dt,fpj,zl,je,3.46,1,ndk,e2,zgp,1.6,xp,2.88011,1.4460882969829,0.447206,2.63976025438632,bhe
no,339738,rh,fpj,zl,kc,3.46,0,ndk,e2,zgp,0.6,xp,0.3075752,1.32047792146979,0.374171,1.72128210863645,ntg
no,472883,cu,cqy,wh,kc,3.61,0,ndk,e2,zgp,0.5,xp,9.8565871,1.34985359130219,0.316226,1.76556229339995,bhe
no,6986,cu,fpj,kd,je,1,0,ndk,e2,zgp,0.5,xp,1.6927297,1.39749929124711,0.408405,1.61706787411048,akk
no,534668,cu,cqy,zl,je,3.16,0,ndk,e2,ghz,0.7,wp,7.5226015,1.30708611504946,0.316226,1.62353629039173,ntg
yes,23183,dt,rmv,zl,kc,2.83,0,ndk,e2,urz,0.7,xp,3.7244714,1.3286269607905,0.374171,1.77503330815532,bhe
no,9894,eb,fpj,zl,je,3.74,0,ndk,e2,ghz,0.7,xp,1.7408894,1.4300013683255,0.400004,2.11517081262843,bhe
no,473784,xy,fpj,sv,kc,3.32,0,ndk,e2,urz,0,rw,10.05205,1.41291682885743,0.424271,1.82105029094635,bhe
no,85956,eb,cqy,wh,kc,3,0,ndk,e2,zgp,0.3,wp,8.6515877,1.39242862930839,0.374171,1.70285099642134,akk
no,314763,xy,fpj,wh,kc,3.32,0,ndk,e2,ghz,0.1,xp,8.8358343,1.29445233005937,0.316226,1.70104923668389,bhe
no,424072,eb,fpj,zl,je,2.24,1,ndk,e2,urz,0.4,wp,5.3395303,1.40841970631699,0.423799,1.68151490382904,bhe
no,91276,xy,fpj,sv,kc,3.61,1,ndk,e2,zgp,0,rw,5.9104962,1.40841970631699,0.400004,1.89627785240326,akk
no,441703,cu,fpj,sv,kc,3.32,0,ndk,e2,zgp,0,rw,2.8001223,1.37482593894352,0.316226,1.67344018401717,ntg
no,395157,dt,fpj,zl,kc,3.74,0,ndk,e2,urz,0,xp,2.2148918,1.33090462697813,0.400004,1.98986029188823,bhe
no,288317,cu,fpj,zl,kc,2.45,0,ndk,e2,zgp,0.2,xp,1.680447,1.35833863709556,0.316226,1.57697203994821,bhe
yes,258435,mf,fpj,wh,kc,2.65,0,ndk,e2,urz,0,xp,2.8523619,1.43023583685515,0.424151,1.70664042610393,ywh
no,415463,cu,cqy,wr,kc,0,0,ndk,e2,zgp,0.7,xp,8.8021329,1.29325697681248,0.316226,1.39367726233035,bhe
no,530004,eb,cqy,uz,kc,1,0,ndk,e2,urz,0.3,rw,10.584561,1.35916580068933,0.315278,1.46539982932568,ntg
yes,44408,rh,fpj,sv,kc,3,0,ndk,e2,zgp,0.3,rw,5.1757583,1.4034893280513,0.424271,1.82623104302537,bhe
no,414037,cu,fpj,wh,je,3.46,0,ndk,e2,pxe,0.3,xp,1.465651,1.3185857685098,0.374171,1.75002745256485,bhe
no,322330,xy,fpj,zl,kc,2.65,0,ndk,e2,zgp,0,xp,6.0672521,1.36193976451244,0.489894,2.04193374474057,bhe
no,433335,xy,cqy,wh,kc,3.74,0,ndk,e2,urz,0.4,xp,8.8007894,1.36153384487713,0.316226,1.80930853160564,bhe
yes,461926,rh,fpj,wh,kc,3.16,0,ndk,e2,urz,0,xp,9.9906595,1.43023583685515,0.374171,1.70557708263413,ywh
no,540307,rh,fpj,zl,kc,2.45,0,ndk,e2,urz,0,xp,9.0692374,1.38210771151283,0.316226,1.61344199886188,akk
no,593459,xy,fpj,sv,kc,3.74,1,ndk,e2,ghz,0.4,xp,3.8952495,1.43497591106178,0.424271,2.19486540360614,akk
no,36905,xy,fpj,wh,je,2.83,0,ndk,e2,pxe,0.2,rw,10.419343,1.4,0.424271,1.89850006392009,akk
no,230048,eb,fpj,zl,kc,2.45,0,ndk,e3,ghz,0.2,xp,11.414112,1.43473961230199,0.424271,1.78721787530369,bhe
yes,44415,xy,cqy,sv,je,3.32,0,ndk,e2,zgp,0.4,rw,3.535321,1.4024850751943,0.360557,1.72183881786333,ywh
no,407964,rh,afs,wh,kc,2.45,0,ndk,e2,urz,0.5,xp,8.8628328,1.38871121270789,0.316226,1.62207159604467,bhe
no,474797,eb,cqy,wh,kc,3,0,ndk,e2,urz,0.5,rw,3.1109351,1.38871121270789,0.316226,1.643800238987,bhe
no,393476,dt,fpj,wh,kc,0,0,ndk,e2,zgp,0.4,xp,9.2123087,1.3774821413322,0.316071,1.38270148001826,ntg
no,210492,xy,fpj,wh,kc,3.61,1,ndk,e2,urz,0.3,rw,11.194965,1.39075960119737,0.374171,1.81622040053185,bhe
no,73404,rh,fpj,zl,kc,3.16,0,ndk,e2,zgp,0.2,xp,4.7339685,1.36399590727583,0.400004,1.78236725737587,akk
no,127450,cu,fpj,wh,kc,3.32,1,ndk,e2,zgp,0,xp,9.2750648,1.40100354287549,0.424271,2.04028758921867,akk
no,395655,rh,fpj,zl,kc,3.61,0,ndk,e2,ghz,0.3,xp,2.3094004,1.41109719728298,0.424271,1.98586856382753,akk
no,497951,rh,fpj,zl,kc,3.32,0,ndk,e2,zgp,0.4,xp,8.8512499,1.36153384487713,0.316226,1.69353819464628,bhe
no,529993,cu,fpj,wh,kc,2.83,0,ndk,e2,urz,0.6,xp,6.2656455,1.37683703572854,0.316226,1.64425494596328,akk
no,520888,cu,fpj,wh,je,3.61,1,ndk,e2,ghz,0.1,xp,9.18012,1.37455885815835,0.316226,1.79370510260231,bhe
no,336028,xy,afs,sv,kc,2.65,0,ndk,e2,urz,0.4,rw,6.4646318,1.41291682885743,0.424271,1.72623810885727,bhe
no,148191,xy,fpj,wh,kc,3.61,1,ndk,e2,zgp,0.2,xp,5.0268586,1.4141276003792,0.424271,2.03726105927567,akk
no,504069,cu,afs,wh,kc,3.16,1,ndk,e3,urz,0.5,xp,1.5185038,1.36851015521846,0.316226,1.67516125809376,bhe
yes,426574,rh,fpj,wg,kc,3.46,0,ptn,e2,urz,0.4,rw,6.0764013,1.39624121024512,0.400004,1.87087117654886,akk
no,295963,eb,fpj,zl,kc,3.46,0,ndk,e2,pxe,0.9,xp,1.664324,1.42719071212947,0.400004,1.89065456555358,bhe
yes,491958,rh,fpj,wr,kc,3.16,0,ptn,e2,pxe,0.8,xp,6.8240375,1.32786737201168,0.400004,1.79658404459791,bhe
no,353896,mf,fpj,zl,je,3.16,1,ndk,e2,ghz,0.8,ii,1.0716819,1.38143671580053,0.374171,1.75009366292757,akk
no,346329,cu,fpj,zl,kc,1.73,0,ndk,e2,ghz,1.4,wp,0.90470086,1.3930587931465,0.39975,1.5706930800683,bhe
no,293752,cu,fpj,kd,kc,2.45,0,ndk,e2,zgp,0.2,xp,5.2616127,1.31401328603912,0.374171,1.64933930787544,bhe
no,393228,eb,fpj,zl,kc,2.83,0,ndk,e2,urz,0.4,xp,8.038816,1.40619401649356,0.447206,1.75437449042964,bhe
no,471296,xy,cqy,sv,kc,3.16,0,ndk,e2,urz,0,rw,7.5453232,1.39242862930839,0.374171,1.71644482690599,akk
yes,116568,rh,fpj,wh,kc,3.16,0,ndk,e8,urz,0.3,ii,9.124955,1.42461575003796,0.447206,1.82981224913406,bhe
yes,564928,cu,fpj,wr,kc,3.46,1,ndk,e2,urz,1.1,xp,6.9081832,1.38367412480955,0.500008,2.27857816976834,bhe
no,527250,xy,cqy,zl,kc,3.61,0,ndk,e2,zgp,0.2,xp,7.9461064,1.32756243302541,0.374171,1.96468861492121,akk
yes,180506,rh,fpj,wr,kc,3.46,0,ptn,e2,ghz,0.8,xp,3.5624773,1.32016243958924,0.400004,1.76602202409268,akk
no,360724,xy,fpj,uz,kc,3,0,ndk,e2,pxe,1.3,rw,5.6045095,1.42953015606929,0.447206,1.89962276024878,bhe
no,393503,rh,fpj,wh,kc,3.32,0,ndk,e2,ghz,0.3,xp,8.7930452,1.39433059521526,0.400004,1.77730915429785,bhe
no,199047,cu,afs,wh,kc,2.65,0,ndk,e2,urz,0.9,xp,5.3293429,1.34437829779384,0.400004,1.74499142546212,bhe
no,175150,xy,fpj,wh,kc,3.46,0,ndk,e2,pxe,0.2,xp,9.3436657,1.32924142965554,0.316226,1.72408865012873,bhe
yes,63663,xy,fpj,zl,kc,3.61,1,ndk,e2,urz,0.8,xp,1.3814235,1.32047792146979,0.400004,1.87276555038455,bhe
yes,129895,xy,fpj,wr,kc,3.61,0,ndk,e2,ghz,0.3,xp,14.084856,1.3249666067439,0.374171,1.81739542626484,ywh
no,537988,cu,fpj,kd,je,3.61,0,ndk,e2,ghz,0.3,xp,9.5230919,1.33480793848812,0.400004,1.9489453821407,akk
no,501543,dt,fpj,uz,je,0,0,ndk,e2,ghz,0.8,xp,9.2899046,1.3626278319083,0.315588,1.46874972709071,ntg
no,501802,cu,cqy,zl,kc,3.46,0,ndk,e2,ghz,0.2,xp,8.7379424,1.38871121270789,0.374171,1.74946249687242,bhe
yes,87386,rh,fpj,zl,kc,3.74,0,ndk,e2,urz,1.4,xp,13.731263,1.37148550883665,0.447206,2.1343567723833,bhe
no,24214,eb,fpj,sv,kc,3.32,0,ndk,e8,zgp,0.6,rw,3.6475329,1.36851015521846,0.316226,1.69251029742424,bhe
no,116446,eb,fpj,ld,kc,1.41,0,ptn,e2,urz,0.3,rw,7.5255674,1.33075419135778,0.316226,1.48912179213975,ntg
no,231618,cu,fpj,wh,kc,3,0,ndk,e2,ghz,0.1,xp,10.950056,1.38613111901209,0.374171,1.70618510637773,bhe
no,221225,xy,fpj,wh,kc,3.16,0,ndk,e2,urz,0,xp,8.6023966,1.39369256405331,0.400004,1.73295361498056,akk
no,530778,cu,fpj,sv,kc,2.24,1,ndk,e2,urz,0.2,rw,5.366379,1.36877637165667,0.316226,1.55905878898233,akk
yes,214644,rh,cqy,zl,kc,3.32,0,ptn,e2,urz,0.6,ii,4.6574425,1.29445233005937,0.316226,1.70257381887967,bhe
no,263490,xy,cqy,zl,kc,3.74,0,ndk,e2,urz,0.1,xp,5.4397904,1.31906730628971,0.374171,1.89099111802229,bhe
no,191310,xy,cqy,sv,je,0,0,ndk,e2,ghz,0.2,rw,1.6114533,1.36742584832425,0.316071,1.47204563133926,ntg
no,511421,rh,fpj,wh,kc,3.61,0,ndk,e2,urz,0.3,xp,9.2572075,1.32924142965554,0.316226,1.76791939834382,bhe
